ketinggianAir,suhuAir,suhuUdara,kelembapanUdara,tds,orp,do,ph,label,lokasi
51.0,29.31,28.31,39.42,521.29,155.32,23.19,12.48,18.0,3.0
55.0,29.24,28.19,39.31,521.22,155.26,23.25,12.56,18.0,3.0
52.0,29.17,27.07,39.23,521.14,155.21,23.37,12.41,18.0,3.0
49.0,29.03,27.96,39.15,521.05,155.17,23.49,12.37,18.0,3.0
44.0,28.95,27.87,38.99,520.97,155.06,23.33,12.21,18.0,3.0
41.0,28.86,27.65,38.86,520.86,154.98,23.26,12.06,18.0,3.0
36.0,28.79,27.77,38.75,520.79,154.85,23.12,11.96,18.0,3.0
33.0,28.65,27.92,38.62,520.68,154.79,23.07,11.85,18.0,3.0
39.0,28.84,28.03,38.79,520.57,154.68,22.89,11.76,18.0,3.0
48.0,28.73,28.16,38.97,520.69,154.77,22.74,11.69,18.0,3.0
41.0,28.69,28.23,39.04,520.77,154.87,22.61,11.53,18.0,3.0
34.0,28.77,28.29,39.11,520.85,154.99,22.54,11.68,18.0,3.0
28.0,29.31,28.0,36.0,511.39,113.95,22.42,9.48,19.0,3.0
34.0,29.45,28.03,36.03,511.45,114.03,22.56,9.59,19.0,3.0
38.0,29.56,28.09,36.15,511.59,114.09,22.68,9.62,19.0,3.0
43.0,29.69,28.13,36.19,511.67,114.14,22.83,9.77,19.0,3.0
47.0,29.78,28.17,36.24,511.78,114.19,22.94,9.83,19.0,3.0
41.0,29.95,28.21,36.33,511.84,114.25,23.04,9.97,19.0,3.0
49.0,30.06,28.26,36.45,511.96,114.31,23.12,10.03,19.0,3.0
54.0,30.14,28.32,36.31,512.04,114.38,23.19,10.09,19.0,3.0
58.0,30.19,28.21,36.29,512.09,114.32,23.23,10.14,19.0,3.0
52.0,30.25,28.11,36.18,512.16,114.56,23.34,10.18,19.0,3.0
47.0,30.34,28.02,36.09,512.24,114.68,23.45,10.23,19.0,3.0
43.0,30.45,27.96,35.97,512.27,114.51,23.31,10.27,19.0,3.0
48.0,30.31,27.85,35.85,512.32,114.43,23.27,10.21,19.0,3.0
39.0,30.22,27.68,35.79,512.28,114.32,23.18,10.11,19.0,3.0
34.0,30.13,27.59,35.62,512.12,114.27,23.04,10.03,19.0,3.0
37.0,30.02,27.77,35.78,512.95,114.16,22.89,9.94,19.0,3.0
41.0,29.94,27.91,35.81,511.96,114.04,22.74,9.81,19.0,3.0
48.0,29.87,28.05,35.97,511.85,113.96,22.69,9.74,19.0,3.0
52.0,29.76,28.12,36.07,511.79,113.85,22.54,9.62,19.0,3.0
42.0,29.65,28.19,36.11,511.61,113.67,22.47,9.55,19.0,3.0
37.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
39.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
44.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
47.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
42.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
36.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
45.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
51.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
56.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
58.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
55.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
53.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
49.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
45.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
37.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
32.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
40.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
44.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
48.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
39.0,29.25,28.0,35.0,518.56,136.31,22.41,9.26,20.0,3.0
111.0,27.96,28.8,42.09,714.95,320.93,27.41,8.58,1.0,3.0
115.0,27.43,26.7,40.77,713.14,318.01,28.5,8.63,1.0,3.0
120.0,27.2,28.3,43.17,714.37,315.98,27.4,7.35,1.0,3.0
119.0,28.8,28.62,42.33,713.59,316.17,27.96,8.78,1.0,3.0
123.0,28.61,28.2,41.54,713.45,320.38,27.32,7.8,1.0,3.0
122.0,28.16,28.78,43.98,714.31,317.31,28.83,8.31,1.0,3.0
125.0,28.34,26.55,40.96,713.39,320.76,29.07,7.63,1.0,3.0
124.0,28.31,28.45,41.27,713.97,317.36,27.89,8.31,1.0,3.0
127.0,27.7,27.48,41.93,714.89,318.92,27.62,8.56,1.0,3.0
130.0,28.93,27.98,41.0,713.7,320.52,27.59,7.41,1.0,3.0
132.0,27.93,28.34,40.64,714.51,317.43,27.31,7.93,1.0,3.0
136.0,27.72,26.34,43.96,715.1,315.21,28.56,7.83,1.0,3.0
132.0,27.32,27.1,42.19,714.97,319.67,28.5,7.73,1.0,3.0
129.0,27.38,28.88,42.08,715.01,319.91,28.49,7.84,1.0,3.0
132.0,27.66,27.73,43.9,713.28,320.3,27.29,7.67,1.0,3.0
135.0,27.13,27.15,41.49,714.51,317.15,27.36,8.73,1.0,3.0
138.0,27.48,29.1,41.22,714.42,315.36,27.23,8.3,1.0,3.0
137.0,27.55,26.32,42.27,713.19,316.5,27.97,8.86,1.0,3.0
140.0,27.87,28.44,41.08,713.29,321.05,27.73,7.62,1.0,3.0
139.0,27.99,27.44,40.86,713.87,319.91,27.76,7.33,1.0,3.0
141.0,27.62,28.34,43.97,713.84,318.21,27.36,7.26,1.0,3.0
143.0,28.38,27.06,44.05,715.04,320.33,28.23,8.34,1.0,3.0
146.0,28.42,26.86,41.12,714.88,315.2,27.6,7.57,1.0,3.0
149.0,28.05,26.19,41.4,714.46,318.06,28.92,9.09,1.0,3.0
150.0,28.12,28.78,41.93,714.79,318.35,28.46,8.45,1.0,3.0
147.0,28.65,27.85,42.85,713.57,320.6,27.81,8.98,1.0,3.0
148.0,27.06,27.34,40.51,713.89,315.66,27.81,7.91,1.0,3.0
147.0,28.44,26.24,41.09,713.56,319.8,28.5,8.92,1.0,3.0
149.0,28.03,27.32,42.09,714.45,315.86,29.05,8.74,1.0,3.0
145.0,27.51,26.86,40.77,714.2,316.14,28.79,8.46,1.0,3.0
147.0,27.47,26.65,43.17,714.59,317.57,28.88,9.08,1.0,3.0
144.0,28.35,27.65,42.33,714.43,315.68,27.41,8.32,1.0,3.0
143.0,27.4,26.67,41.54,714.45,321.09,28.48,9.11,1.0,3.0
142.0,28.67,26.36,43.98,714.74,319.42,27.7,8.62,1.0,3.0
143.0,27.57,29.04,40.96,713.55,316.01,27.84,8.12,1.0,3.0
145.0,27.57,26.99,41.27,713.48,317.65,27.28,8.48,1.0,3.0
150.0,28.25,27.05,41.93,714.9,316.36,28.8,9.07,1.0,3.0
146.0,27.96,29.03,41.0,713.25,320.27,28.36,9.11,1.0,3.0
144.0,27.43,28.67,40.64,713.67,316.96,28.68,8.95,1.0,3.0
144.0,27.2,26.53,43.96,714.35,315.11,27.11,7.82,1.0,3.0
145.0,28.8,26.9,42.19,714.95,316.71,28.61,8.77,1.0,3.0
141.0,28.61,28.79,42.08,713.88,317.12,28.07,7.71,1.0,3.0
150.0,28.16,28.15,43.9,714.98,319.92,28.85,8.57,1.0,3.0
144.0,28.34,26.39,41.49,713.91,319.78,28.26,7.15,1.0,3.0
143.0,28.31,28.73,41.22,714.17,318.51,27.79,8.12,1.0,3.0
149.0,27.7,27.96,42.27,713.15,317.04,27.22,8.27,1.0,3.0
143.0,28.93,27.25,41.08,714.49,318.54,28.51,8.25,1.0,3.0
149.0,27.93,27.04,40.86,713.89,316.14,27.83,8.2,1.0,3.0
148.0,27.72,28.96,43.97,713.6,319.37,27.41,7.57,1.0,3.0
145.0,27.32,26.53,40.33,713.6,319.04,28.5,8.62,1.0,3.0
141.0,27.38,28.94,41.65,713.78,317.96,27.4,8.85,1.0,3.0
149.0,27.66,27.34,42.59,713.52,316.77,27.96,8.36,1.0,3.0
149.0,27.5,26.18,42.52,715.04,320.55,27.32,8.75,1.0,3.0
141.0,28.06,27.25,43.26,713.6,319.58,28.83,8.99,1.0,3.0
141.0,27.67,28.71,41.21,713.63,315.26,29.07,8.8,1.0,3.0
148.0,27.29,27.04,42.9,713.98,320.46,27.89,7.34,1.0,3.0
141.0,27.4,27.6,40.68,714.12,319.79,27.62,8.75,1.0,3.0
150.0,28.6,27.41,42.98,713.11,320.04,27.59,7.46,1.0,3.0
145.0,27.62,26.81,42.95,713.75,315.29,27.31,7.88,1.0,3.0
146.0,28.18,26.17,42.85,713.98,317.84,28.56,7.88,1.0,3.0
148.0,27.67,26.49,43.63,713.26,319.02,28.5,7.36,1.0,3.0
143.0,28.95,26.77,41.97,715.01,318.03,28.49,8.79,1.0,3.0
145.0,28.0,28.58,43.78,713.83,316.42,27.29,8.87,1.0,3.0
144.0,27.13,27.76,40.22,714.62,319.44,27.36,8.48,1.0,3.0
147.0,27.48,28.4,42.45,714.9,318.67,27.23,7.65,1.0,3.0
148.0,27.55,27.33,43.84,713.86,317.1,27.97,8.84,1.0,3.0
146.0,27.87,26.77,43.27,713.33,319.18,27.73,8.14,1.0,3.0
147.0,27.99,27.54,43.14,713.72,318.75,27.76,8.13,1.0,3.0
144.0,27.62,27.36,40.62,715.05,318.22,27.36,8.39,1.0,3.0
149.0,28.41,27.08,40.65,713.75,316.34,27.27,8.83,1.0,3.0
145.0,27.18,27.0,41.61,714.75,320.68,28.53,8.75,1.0,3.0
141.0,28.28,27.9,40.22,714.11,318.05,29.07,8.88,1.0,3.0
145.0,28.78,28.59,43.03,713.43,318.3,28.77,7.17,1.0,3.0
141.0,28.93,26.14,40.96,714.77,319.72,27.86,7.14,1.0,3.0
150.0,28.94,28.76,41.77,714.72,318.04,27.75,7.37,1.0,3.0
147.0,28.2,29.04,41.04,713.6,319.73,27.84,7.11,1.0,3.0
143.0,28.6,26.72,40.25,713.69,318.4,27.44,7.24,1.0,3.0
144.0,28.06,26.94,42.83,713.14,318.96,27.13,9.03,1.0,3.0
141.0,27.53,27.27,42.76,713.53,316.77,29.02,8.1,1.0,3.0
148.0,28.76,27.93,43.31,714.86,315.17,28.8,8.3,1.0,3.0
148.0,27.24,26.14,42.62,713.34,316.72,27.86,7.46,1.0,3.0
150.0,27.25,26.98,40.64,715.09,315.33,28.24,8.84,1.0,3.0
150.0,27.42,28.98,43.14,715.09,320.53,28.23,8.41,1.0,3.0
143.0,27.18,27.64,41.45,714.51,321.04,27.63,8.3,1.0,3.0
142.0,27.12,27.43,41.87,713.84,320.43,27.54,8.15,1.0,3.0
148.0,27.86,26.81,43.64,714.19,316.35,27.39,7.25,1.0,3.0
150.0,27.55,28.41,41.35,714.03,317.12,27.91,8.97,1.0,3.0
141.0,27.17,27.9,40.24,714.18,320.51,27.82,8.64,1.0,3.0
145.0,28.6,27.41,41.0,713.33,319.09,27.96,9.06,1.0,3.0
147.0,27.4,28.55,42.58,714.62,316.35,27.7,8.97,1.0,3.0
148.0,27.75,29.11,43.48,713.43,318.54,28.36,7.26,1.0,3.0
145.0,28.2,28.07,40.75,713.53,320.47,28.42,8.91,1.0,3.0
147.0,28.97,27.73,42.46,713.12,320.74,27.75,8.08,1.0,3.0
149.0,27.54,27.11,42.11,713.58,318.78,29.09,8.21,1.0,3.0
149.0,28.65,28.49,43.86,714.57,317.32,29.1,8.2,1.0,3.0
148.0,27.57,28.75,43.74,714.59,320.88,27.6,8.71,1.0,3.0
148.0,27.94,26.12,41.19,714.45,317.94,27.3,7.64,1.0,3.0
149.0,27.68,28.16,42.01,713.14,317.86,28.82,7.95,1.0,3.0
145.0,27.88,26.41,42.0,713.9,317.46,27.59,8.39,1.0,3.0
148.0,28.6,28.43,42.22,713.27,319.4,28.88,7.22,1.0,3.0
144.0,28.32,27.17,41.7,713.9,318.75,28.63,7.26,1.0,3.0
147.0,28.9,27.05,41.13,714.07,319.02,28.76,8.13,1.0,3.0
149.0,28.83,27.36,40.24,713.59,317.99,29.03,7.37,1.0,3.0
147.0,27.34,27.1,40.83,714.03,315.32,27.3,8.8,1.0,3.0
148.0,27.46,26.86,42.21,713.15,317.94,28.56,8.25,1.0,3.0
145.0,27.26,28.66,40.81,713.26,316.7,28.96,8.57,1.0,3.0
143.0,27.25,28.67,41.16,713.46,318.99,27.4,7.47,1.0,3.0
141.0,27.15,28.48,42.26,713.36,320.42,27.81,7.63,1.0,3.0
149.0,27.32,28.8,42.52,714.72,320.0,27.44,7.76,1.0,3.0
142.0,27.04,26.7,43.13,714.97,317.83,28.23,7.13,1.0,3.0
150.0,28.79,28.3,43.86,714.34,318.78,28.87,7.11,1.0,3.0
149.0,27.9,28.62,41.32,715.05,317.48,29.05,8.04,1.0,3.0
146.0,28.95,28.2,44.09,713.13,315.65,28.28,8.19,1.0,3.0
144.0,27.97,28.78,42.38,714.23,316.35,27.9,8.41,1.0,3.0
141.0,27.34,26.55,43.64,714.77,315.38,28.12,8.78,1.0,3.0
145.0,28.91,28.45,44.07,713.37,320.28,27.96,7.89,1.0,3.0
147.0,28.04,27.48,40.34,713.86,320.59,29.01,8.27,1.0,3.0
148.0,27.24,27.98,43.54,714.51,318.41,27.39,7.6,1.0,3.0
142.0,27.62,28.34,41.83,713.16,319.57,27.66,8.43,1.0,3.0
142.0,27.08,26.34,43.52,713.39,315.46,28.97,8.33,1.0,3.0
150.0,27.63,27.1,41.1,714.59,315.42,28.63,7.78,1.0,3.0
149.0,27.67,28.88,42.63,714.27,320.62,28.82,8.42,1.0,3.0
145.0,27.98,27.73,43.68,713.91,316.03,28.07,7.32,1.0,3.0
146.0,28.86,27.15,42.83,714.21,320.67,27.12,7.99,1.0,3.0
143.0,27.12,29.1,42.88,713.93,320.11,27.13,8.15,1.0,3.0
148.0,27.12,26.32,41.3,714.01,319.15,28.5,8.92,1.0,3.0
146.0,28.66,28.44,40.17,714.51,320.92,27.51,8.33,1.0,3.0
147.0,28.86,27.44,41.33,713.58,318.88,28.33,8.44,1.0,3.0
144.0,28.28,28.34,42.77,714.52,319.81,28.99,7.28,1.0,3.0
146.0,28.69,26.63,40.13,714.64,318.63,28.25,9.11,1.0,3.0
142.0,28.93,27.61,41.93,713.43,320.24,27.33,7.17,1.0,3.0
142.0,27.54,26.59,41.28,714.38,317.45,28.82,7.56,1.0,3.0
146.0,28.57,28.2,43.85,713.53,320.49,29.07,8.17,1.0,3.0
148.0,27.58,27.14,40.74,713.48,315.24,28.57,7.28,1.0,3.0
143.0,27.51,26.53,43.01,713.71,320.76,27.25,8.54,1.0,3.0
144.0,28.82,27.28,43.32,714.57,319.69,28.73,7.72,1.0,3.0
147.0,28.31,26.85,40.96,714.63,320.52,28.04,9.11,1.0,3.0
147.0,28.95,28.15,42.71,713.29,316.26,28.46,7.58,1.0,3.0
145.0,27.38,28.59,41.99,714.19,320.93,29.02,9.04,1.0,3.0
144.0,28.41,27.15,40.68,714.46,318.01,28.4,8.05,1.0,3.0
147.0,27.36,27.6,40.28,713.79,315.98,28.74,7.15,1.0,3.0
150.0,27.53,26.87,40.41,713.81,316.17,27.9,8.38,1.0,3.0
147.0,28.41,27.38,40.96,713.13,320.38,28.79,8.0,1.0,3.0
144.0,28.76,27.34,43.06,714.69,317.31,27.42,7.56,1.0,3.0
147.0,27.67,28.82,42.51,714.57,320.76,28.12,7.64,1.0,3.0
144.0,28.18,26.84,42.96,713.81,317.36,29.1,7.99,1.0,3.0
149.0,28.92,27.32,42.95,714.61,318.92,27.31,7.97,1.0,3.0
149.0,28.68,28.93,42.8,713.89,320.52,27.97,7.62,1.0,3.0
145.0,27.66,28.79,40.35,714.95,317.43,28.66,8.58,1.0,3.0
143.0,27.28,26.37,43.28,713.14,315.21,27.42,8.63,1.0,3.0
150.0,27.19,28.85,42.62,714.37,319.67,28.81,7.35,1.0,3.0
146.0,27.43,27.74,40.88,713.59,319.91,27.5,8.78,1.0,3.0
149.0,27.32,26.85,42.08,713.45,320.3,27.43,7.8,1.0,3.0
148.0,28.61,28.64,43.46,714.31,317.15,28.37,8.31,1.0,3.0
142.0,28.03,26.39,43.23,713.39,315.36,28.36,7.63,1.0,3.0
145.0,28.13,26.93,43.91,713.97,316.5,27.21,8.31,1.0,3.0
143.0,27.27,26.18,41.91,714.89,321.05,28.05,8.56,1.0,3.0
146.0,27.86,27.19,40.94,713.7,319.91,28.3,7.41,1.0,3.0
141.0,27.13,28.81,43.8,714.51,318.21,28.32,7.93,1.0,3.0
149.0,28.71,26.89,40.86,715.1,316.86,27.79,7.83,1.0,3.0
150.0,28.47,27.93,40.46,714.97,318.16,27.38,7.73,1.0,3.0
147.0,28.84,26.36,40.29,715.01,319.6,27.36,7.84,1.0,3.0
144.0,27.5,28.74,43.95,713.28,316.17,27.55,7.67,1.0,3.0
141.0,28.18,28.63,42.28,714.51,319.05,28.6,8.73,1.0,3.0
144.0,28.54,27.49,41.26,714.42,318.43,28.99,8.3,1.0,3.0
150.0,28.65,26.53,42.76,713.19,320.01,28.5,8.86,1.0,3.0
149.0,27.12,27.93,43.84,713.29,315.25,27.15,7.62,1.0,3.0
146.0,27.08,27.91,41.33,713.87,316.17,28.34,7.33,1.0,3.0
148.0,27.34,28.93,43.25,713.84,320.96,27.59,7.26,1.0,3.0
141.0,27.01,28.05,41.32,713.68,319.97,28.9,8.79,1.0,3.0
143.0,27.71,26.34,42.02,713.96,320.98,27.71,8.76,1.0,3.0
128.0,28.15,29.57,37.02,516.64,293.15,22.37,5.48,2.0,2.0
119.0,29.91,29.26,37.8,516.83,293.37,21.28,5.89,2.0,2.0
134.0,28.0,29.88,38.07,514.42,294.74,21.22,5.6,2.0,2.0
125.0,28.52,29.75,38.55,516.37,295.0,21.05,6.26,2.0,2.0
118.0,29.39,29.08,37.45,515.18,293.3,22.93,6.84,2.0,2.0
126.0,28.27,29.46,38.13,514.56,294.48,21.93,6.89,2.0,2.0
122.0,28.11,29.56,37.64,514.8,293.63,21.91,6.33,2.0,2.0
132.0,29.39,29.02,38.69,515.5,293.26,21.06,5.29,2.0,2.0
132.0,28.14,29.67,37.34,515.19,293.36,22.08,5.15,2.0,2.0
119.0,29.4,29.91,37.5,516.2,294.22,22.11,5.97,2.0,2.0
115.0,28.35,29.0,38.72,516.07,293.88,21.2,6.58,2.0,2.0
115.0,29.32,29.12,37.09,515.67,294.01,22.87,6.68,2.0,2.0
131.0,29.16,29.7,39.72,514.47,293.05,21.68,5.82,2.0,2.0
127.0,28.3,29.22,38.92,514.02,294.96,21.4,5.51,2.0,2.0
118.0,28.67,29.92,39.71,514.77,294.85,21.23,5.67,2.0,2.0
121.0,29.05,29.08,39.14,516.19,294.27,22.77,6.94,2.0,2.0
131.0,28.04,29.1,39.45,514.16,294.95,22.18,6.61,2.0,2.0
134.0,28.05,29.81,38.7,514.11,293.55,22.33,6.68,2.0,2.0
121.0,28.98,29.18,37.16,514.24,294.28,21.96,6.95,2.0,2.0
134.0,28.71,29.69,38.16,516.31,294.83,21.15,6.27,2.0,2.0
115.0,28.06,29.15,37.21,514.05,294.04,21.52,5.61,2.0,2.0
132.0,29.8,29.11,39.19,515.24,293.33,21.73,6.61,2.0,2.0
122.0,28.92,29.67,37.99,514.18,294.14,22.56,6.54,2.0,2.0
119.0,29.34,29.37,37.25,514.31,293.34,22.56,6.02,2.0,2.0
122.0,29.84,29.63,38.04,514.62,293.38,21.4,5.08,2.0,2.0
129.0,29.3,30.0,37.91,515.73,293.62,21.0,5.78,2.0,2.0
119.0,29.56,29.57,37.71,514.27,293.65,21.18,6.65,2.0,2.0
123.0,28.83,29.25,39.98,515.57,293.65,21.53,6.79,2.0,2.0
133.0,28.22,30.0,39.78,514.89,294.4,22.02,6.8,2.0,2.0
115.0,28.38,29.66,38.55,514.54,293.22,21.11,5.44,2.0,2.0
121.0,29.19,29.12,37.79,516.49,294.4,21.48,6.21,2.0,2.0
135.0,29.12,29.46,37.27,515.59,293.32,21.98,6.78,2.0,2.0
134.0,29.55,29.96,37.01,514.94,293.01,21.09,5.71,2.0,2.0
121.0,29.07,29.37,37.96,514.88,293.78,22.99,5.01,2.0,2.0
118.0,28.74,29.88,38.46,515.23,294.31,21.57,5.83,2.0,2.0
119.0,28.68,29.5,37.59,515.65,294.47,21.02,6.15,2.0,2.0
125.0,28.48,29.64,37.37,514.84,293.93,21.88,6.58,2.0,2.0
120.0,29.92,29.35,37.5,516.38,293.73,22.05,6.8,2.0,2.0
129.0,28.44,29.9,39.07,516.39,293.3,21.29,6.07,2.0,2.0
132.0,28.3,29.83,38.52,514.88,293.14,22.0,5.55,2.0,2.0
124.0,29.6,29.06,37.71,515.45,294.77,21.19,5.29,2.0,2.0
131.0,29.97,29.81,37.76,515.39,294.03,21.57,6.52,2.0,2.0
133.0,29.87,29.25,39.33,515.99,293.67,22.58,5.49,2.0,2.0
125.0,29.4,29.61,39.83,515.11,294.07,21.51,6.38,2.0,2.0
130.0,29.17,29.64,38.82,516.37,294.37,21.36,5.37,2.0,2.0
116.0,29.31,29.04,38.41,515.54,294.5,22.33,5.91,2.0,2.0
123.0,28.83,29.26,37.01,514.53,293.24,21.34,5.49,2.0,2.0
126.0,28.29,29.02,37.83,515.97,294.55,22.89,5.4,2.0,2.0
135.0,28.19,29.74,39.19,516.95,294.83,21.51,5.89,2.0,2.0
131.0,28.53,29.48,39.47,515.81,293.83,22.78,5.13,2.0,2.0
127.0,29.21,29.06,39.34,515.11,293.56,21.84,6.6,2.0,2.0
122.0,29.11,29.3,38.93,516.93,293.8,21.4,5.77,2.0,2.0
129.0,29.37,29.86,39.29,516.91,293.62,22.97,6.16,2.0,2.0
129.0,29.14,29.68,39.08,516.52,294.21,21.05,6.75,2.0,2.0
120.0,29.39,29.81,38.12,515.46,294.99,21.31,6.1,2.0,2.0
126.0,28.75,29.49,39.58,515.31,294.86,22.91,6.7,2.0,2.0
115.0,28.89,29.36,37.97,515.83,294.96,21.11,5.95,2.0,2.0
116.0,29.99,29.34,37.74,514.92,294.4,21.65,6.1,2.0,2.0
134.0,29.17,29.16,38.13,514.2,293.0,22.6,5.36,2.0,2.0
120.0,29.37,29.6,38.88,515.32,293.97,22.96,5.35,2.0,2.0
126.0,28.79,29.97,37.35,514.62,293.45,21.86,5.29,2.0,2.0
118.0,28.5,29.84,38.62,516.49,294.03,23.0,6.0,2.0,2.0
116.0,28.24,29.74,39.83,515.1,294.01,21.87,6.79,2.0,2.0
124.0,28.15,29.63,37.25,515.05,293.88,22.83,5.07,2.0,2.0
128.0,28.37,29.83,38.14,514.21,294.43,21.67,6.43,2.0,2.0
131.0,29.45,29.18,37.55,514.74,293.26,21.0,5.91,2.0,2.0
130.0,28.4,29.77,38.97,515.28,293.25,22.72,6.45,2.0,2.0
125.0,29.3,29.93,38.99,515.52,294.22,21.25,6.34,2.0,2.0
121.0,29.0,29.63,38.98,514.92,293.24,22.25,6.68,2.0,2.0
120.0,29.43,29.63,39.03,514.96,294.28,22.73,5.88,2.0,2.0
116.0,28.2,29.78,39.9,515.48,294.71,22.6,5.18,2.0,2.0
131.0,29.34,29.68,37.6,514.99,293.85,22.77,5.34,2.0,2.0
115.0,29.04,29.37,37.23,514.39,294.14,22.46,6.84,2.0,2.0
110.0,24.32,29.87,37.51,516.08,293.61,21.09,5.14,2.0,2.0
94.0,27.3,28.35,37.12,516.74,293.93,22.88,5.53,2.0,2.0
100.0,27.0,27.11,37.06,514.55,294.84,21.99,5.32,2.0,2.0
102.0,25.12,27.0,39.65,514.2,294.28,22.79,6.03,2.0,2.0
111.0,26.22,29.04,37.75,515.55,293.84,21.07,6.33,2.0,2.0
91.0,26.47,29.87,39.32,514.58,294.81,21.83,5.93,2.0,2.0
96.0,25.96,29.81,39.58,514.68,293.6,19.41,6.12,2.0,2.0
106.0,26.63,27.37,37.97,515.27,294.79,20.35,6.23,2.0,2.0
90.0,27.19,28.1,39.02,515.6,293.34,20.49,5.81,2.0,2.0
104.0,24.83,29.84,37.05,516.1,294.74,19.0,5.72,2.0,2.0
114.0,26.35,27.43,38.42,515.89,294.46,21.81,6.4,2.0,2.0
93.0,26.2,29.16,37.83,516.1,294.16,21.03,6.97,2.0,2.0
96.0,24.52,29.68,39.57,514.19,293.67,20.52,6.55,2.0,2.0
103.0,24.81,27.13,38.53,516.95,294.65,21.22,6.83,2.0,2.0
115.0,25.01,29.62,37.31,515.51,293.8,20.54,6.36,2.0,2.0
111.0,25.25,27.25,39.24,514.99,293.93,21.96,6.16,2.0,2.0
91.0,27.3,27.93,37.5,514.65,293.06,19.76,5.03,2.0,2.0
104.0,24.61,29.34,38.35,515.56,294.12,21.43,5.24,2.0,2.0
110.0,24.22,29.56,38.4,516.17,293.04,21.65,6.65,2.0,2.0
115.0,24.03,29.11,38.25,514.99,294.77,21.15,6.3,2.0,2.0
96.0,25.78,27.67,37.38,515.86,293.84,19.0,5.5,2.0,2.0
107.0,27.55,27.35,38.23,516.64,293.11,19.61,6.94,2.0,2.0
100.0,24.48,29.5,39.99,515.07,280.07,21.83,6.82,2.0,2.0
102.0,27.3,29.16,39.99,515.2,282.58,20.68,5.94,2.0,2.0
111.0,26.48,27.8,39.44,514.38,280.24,21.38,6.18,2.0,2.0
97.0,25.01,29.03,37.14,514.34,281.08,21.5,5.91,2.0,2.0
94.0,25.06,29.16,39.7,514.21,284.66,20.87,6.95,2.0,2.0
112.0,24.83,29.02,37.08,514.46,283.11,20.91,5.57,2.0,2.0
109.0,24.2,27.09,38.15,516.34,283.32,19.34,5.8,2.0,2.0
111.0,24.56,27.82,39.5,516.16,280.89,21.38,6.82,2.0,2.0
113.0,24.08,27.68,39.87,514.53,282.36,20.87,6.71,2.0,2.0
115.0,26.23,27.99,38.14,515.6,283.48,19.29,5.83,2.0,2.0
97.0,26.67,28.35,38.94,516.65,282.24,19.91,6.37,2.0,2.0
95.0,26.89,27.59,39.01,515.19,282.6,21.59,5.2,2.0,2.0
102.0,26.45,28.87,37.99,515.19,284.32,19.41,6.06,2.0,2.0
114.0,25.22,28.17,38.02,514.65,283.28,21.38,5.13,2.0,2.0
112.0,26.2,29.12,37.86,514.25,282.56,20.77,5.35,2.0,2.0
110.0,26.56,29.31,38.29,516.78,280.82,21.57,6.32,2.0,2.0
103.0,27.12,29.67,39.42,515.23,282.54,20.25,6.48,2.0,2.0
104.0,25.86,27.68,39.84,516.08,281.09,19.96,6.95,2.0,2.0
91.0,27.25,28.59,39.76,514.53,283.85,21.47,6.78,2.0,2.0
104.0,25.17,27.95,39.49,516.34,280.12,21.08,5.36,2.0,2.0
103.0,25.99,28.3,37.0,515.69,281.26,21.91,5.87,2.0,2.0
92.0,24.35,27.11,38.95,515.32,283.95,19.62,5.81,2.0,2.0
112.0,25.46,27.43,39.71,515.0,284.98,20.56,6.15,2.0,2.0
99.0,24.13,29.06,38.32,514.71,284.61,20.23,5.77,2.0,2.0
94.0,24.63,29.3,39.94,515.82,281.5,21.7,5.37,2.0,2.0
90.0,25.92,30.0,39.21,514.24,283.79,20.54,5.09,2.0,2.0
106.0,27.23,28.97,38.49,515.12,281.83,21.95,6.45,2.0,2.0
106.0,26.32,29.54,39.12,515.28,284.95,19.58,5.58,2.0,2.0
99.0,26.87,27.6,38.42,514.55,283.2,20.52,5.74,2.0,2.0
93.0,25.78,27.99,39.03,514.11,282.87,20.84,6.81,2.0,2.0
